날짜,시,구,구코드,동,동코드,영문명,합계
2018,서울특별시,강동구,11250,명일2동,1125054,Myeongil 2(i)-dong,468
2018,서울특별시,강동구,11250,고덕1동,1125055,Godeok 1(il)-dong,773
2018,서울특별시,강동구,11250,고덕2동,1125056,Godeok 2(i)-dong,551
2018,서울특별시,강동구,11250,암사2동,1125058,Amsa 2(i)-dong,480
2018,서울특별시,강동구,11250,암사3동,1125059,Amsa 3(sam)-dong,556
2018,서울특별시,강동구,11250,천호1동,1125061,Cheonho 1(il)-dong,"1,414"
2018,서울특별시,강동구,11250,천호3동,1125063,Cheonho 3(sam)-dong,"1,337"
2018,서울특별시,강동구,11250,성내1동,1125065,Seongnae 1(il)-dong,652
2018,서울특별시,강동구,11250,성내2동,1125066,Seongnae 2(i)-dong,"1,120"
2018,서울특별시,강동구,11250,성내3동,1125067,Seongnae 3(sam)-dong,876
2018,서울특별시,강동구,11250,둔촌1동,1125070,Dunchon 1(il)-dong,7
2018,서울특별시,강동구,11250,둔촌2동,1125071,Dunchon 2(i)-dong,956
2018,서울특별시,강동구,11250,암사1동,1125072,Amsa 1(il)-dong,"1,661"
2018,서울특별시,강동구,11250,천호2동,1125073,Cheonho 2(i)-dong,"1,807"
2018,서울특별시,강동구,11250,길동,1125074,Gil-dong,"1,965"
